importer,exporter,rank,total_import_usd
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGDONG HUILIN PACKAGING TECHNOLOGY GROUP CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGDONG JINPIN TECHNOLOGY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGDONG JINPIN TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGDONG SHENGLAN ELECTRONIC TECHNOLOGY CO, LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGDONG SOUNDWELL MEASUREMENT AND CONTROL TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGZHOU SHIKUN ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGZHOU SHIYUAN RUICHUANG ELECTRONIC TECHNOLOGY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUANGZHOU ZHONGYUAN INTELLIGENT TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"GUOGUANG GROUP CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"HAN'S LASER TECHNOLOGY INDUSTRY GROUP CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"HANGZHOU LIN'AN PENGYU ELECTRONICS CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"HI-P(SUZHOU) ELECTRONICS TECHNOLOGY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"HONG KONG SUNLORD CO.,LIMITED",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,HONGKONG CEEPCB LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"HUI ZHOU TRANTEK ELECTRONICS CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"INPAQ TECHNOLOGY (SUZHOU) CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JI-HAW OPTO-ELECTRICAL(KUNSHAN) CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,JIAN GUOHENG TECHNOLOGY CO LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JIANGSU AUCKSUN METAL TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JIANGSU BOMIN ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JIANGSU HONGDUN INTELLIGENT EQUIPMENT CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JIANGSU HUITONG GROUP CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,JIANGSU TOP POLYMER ENTERPRISE LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,JIANGSU TOP POLYMER ENTERPRISE LTD.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JIANGXI ZHIHAO ELECTRONIC TECH CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"JOCHU TECHNOLOGY(XIAMEN) CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,KINWONG ELECTRONIC (HONGKONG) LTD.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUN SHAN GIN LIAN ELECTRONIC PLASTIC&METAL CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUN SHAN GINLIAN ELECTRONIC PLASTIC&METAL CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUN SHAN NISHOKU PLASTIC ELECTRONIC CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUN SHAN NISHOKU PLASTIC ELECTRONIC CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUN SHAN TONG YUE HEN INSULATION ELECTRONIC MATERIAL CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN HANJINYUAN MOLD CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN HANYUAN FOOD INDUSTRY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN HANYUAN FOOD INDUSTRY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN JIASHENG PRECISE ELECTRONICS INDUSTRY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN RICH HOLY TESTING INSTRUMENT CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN RONG ZHAN PRECISION MOULD CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN TESM EMBLEM CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN TIANX INTERNATIONAL TRADE CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN TOPTEST TECHNOLOGIES CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN WANYUANTONG ELECTRONICS TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"KUNSHAN YONGLAIN ELECTRONICS &PLASTIC CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,KUNSHANSHUNDAJIXIEYOUXIANGONGSI,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,KYOHONDA DENKO TECHNOLOGY HOLDINGS LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"LENS TECHNOLOGY(CHANGSHA) CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,LEXTAR ELECTRONICS CORPORATION,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"LIHUA COLOR PRINTED(KUNSHAN)CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,LING ZHI OPTICS-ELECTROMECHANICAL AUTOMATION SYSTEM INC.  （ltd.),69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"LOGITECH TECHNOLOGY (SUZHOU) CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"LONGNAN DINGTAI ELECTRONIC TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"MAGIX MECHATRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"MAGIX MECHATRONICS(DG)CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"MEGAFORCE ( SHANGHAI ) ELECTRONIC & PLASTIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"MICROELECTRONICS CO.,LTD KUNSHAN CITY LEAGUE",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"MOLDMAX INJECTION TECHNOLOGY (KUNSHAN) CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"NANJING YONGTUO ELECTROACOUSTIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"NANNING PENGJIESHENG TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,NEW BEST PLASTICS (HONG KONG) LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"NINGBO LIAN TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"NINGBO LIAN TECHNOLOGY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"NINGBO SHENXIN TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ODU (HK) TRADING CO., LIMITED",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"PINGOOD ENTERPRISE(DONG GUAN)CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"PULSE (SUZHOU) WIRELESS PRODUCTS CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"QINGDAO ANPIN NEW MATERIAL TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"QINGDAO SHANGTONG HERUI ELECTRONIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"RNEY CHANG TEXTILE CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,RR DONNELLEY ASIA PRINTING SOLUTIONS LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,RYDENKO,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SANHUA TECHNOLOGY (HK) HOLDINGS LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SANXIN TIMES MATERIALS INC,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SANXIN TIMES MATERIALS INC.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SANXIN TIMES MATERIALS INC.Company ltd.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANDONG SIASUN INDUSTRIAL SOFTWARE RESEARCH INSTITUTE CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI CHAMPION INDUSTRIAL CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI HANK CONNECTION CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI KUAOLENG ELECTRONIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI KUAOLENG ELECTRONICCO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI MINBEN INTERNATIONAL TRADING CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHANGHAI YING YU ELECTRONIC CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN ALX OPTICAL ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN BLUIRIS TECHNOLOGY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN CHENGYUXING PHOTOELECTRICITY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SHENZHEN CHENGYUXING PHOTOELECTRICITY CO.LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN KINWONG ELECTRONIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN LIANDE AUTOMATION EQUIPMENT CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN MTC LIGHTING CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SHENZHEN SLEMON TECHNOLOGY CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SHINE OPTICS TECHNOLOGY COMPANY LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SIP FEIYU PRINTING CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SJA AUTOMATIC ENGINEERING CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUNSTREAM INDUSTRIES (SUZHOU) CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SURPASSING HARDWARE SPRING (KUNSHAN)CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU ALLIANS MATERIAL TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU ANTECK E-TECH CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU CHARTER LEADER PRECISION ELECTRONIC CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU CIYI ELECTRONIC TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU DINGKECHEN PRECISION MOULD CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU DONGLI ELECTRONICS CO ., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU DONGLI ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU FENGDAXING CIRCUIT TECHNOLOGY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU HENGZHE IMP. & EXP. CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU HONGCHUANG ENGINEERING CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU INDUSTRY PARK HOSANNA INTELLIGENT TECHNOLOGY CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU INDUSTRY PARK HOSANNA INTELLIGENT TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU JIAZHI ELECTRONIC CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU JIAZHI ELECTRONIC CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU JIELANG ELECTRONIC CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SUZHOU JIESI PRECISION AUTOMATION EQUIPMENT CO.LTD.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU KASTEK AUTOMATION EQUIPMENT CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU LONG BEE PLASTIC CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU MINGHONG SPECIAD PACKING MATERIAL CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU QIDACHUANG MACHINERY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU QIDACHUANG MACHINERY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU RAKEN TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SUZHOU RAKEN TECHNOLOGY CO.LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU SHIDIKE AUTOMATION EQUIPMENT CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU SOURCE CONTROL ELECTRONIC TECHNOLOGY CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU SOUTH LARGE BATTERY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SUZHOU TAILEKOM PLASTIC MOULD CO.LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU TANGYA EX/IM CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU TIANMAI THERMAL TECHNOLOGY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU WALSIN TECHNOLOGY ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,SUZHOU XINJIHAI PACKAGING CO.LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"SUZHOU XINYA ELECTRIC COMMUNICATION CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"TALANT OPTRONICS(SUZHOU) CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"TENNRICH ELECTRONICS TECHNICAL &DEVELOPMENT (KUNSHAN) CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"TIANJIN JOSEN TECHNOLOGY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,TRUMP SUPER TECHNOLOGY LIMITED,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.  factroy,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.  l.td),69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.  （ltd.),69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP. .INC,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.Factor y,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.Lmtid.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIC TECHNOLOGY CORP.factoyr  ..,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIFLEX TECHNOLOGY INC.,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,UNIFLEX TECHNOLOGY INC.factoyr  ..,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"UNION OPTECH CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"UNION OPTECH CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"WALEX ELECTRONIC(WUXI)CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"WEIHAI SINOWILL ELECTRONIC EQUIPMENT CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"WEIHAISHI HONGLIN ELECTRONIC CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"WISTRON ADVANCED MATERIALS (KUNSHAN) CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"WUXI JIUHUI NEW MATERIAL TECHNOLOGY CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"XIAMEN HELLO ELECTRONICS CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"XIAMEN SUN-YAO OPTICAL CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"YANCHENG NICROTEK CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,YANCHENG NICROTEK CO.LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,YANGZHOU ELEC & ELTEK ELECTRONIC CO. LTD,69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"YANTAI HONGTIAN ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"YUEYANG AIFUBEI TECHNOLOGY CO., LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"YUTONG ELECTRONICS (HUI ZHOU) CO., LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ZHEJIANG YONGCHENGGONG ELECTRIC PLASTIC CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ZHEJIANG YONGCHENGGONG ELECTRIC PLASTIC CO.,LTD .",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ZHEJIANG ZHAOHUI FILTER TECHNOLOGY CO.,LTD.",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ZHEJIANG ZHENYOU ELECTRONICS CO.,LTD",69.0,198162815.5648212
SAMSUNG ELECTRONICS VIETNAM CO LTD THAI NGUYEN,"ZHENG MAO INTERNATIONAL TRADE CO., LIMITED",69.0,198162815.5648212
JABIL VIETNAM,3WELL TECHNOLOGY,70.0,195845969.6629191
JABIL VIETNAM,AARON CHEN .INC,70.0,195845969.6629191
JABIL VIETNAM,ACE PLASTICS COMPANY LIMITED,70.0,195845969.6629191
JABIL VIETNAM,ACME ALLIANCE ASIA LIMITED,70.0,195845969.6629191
JABIL VIETNAM,AKM INDUSTRIAL COMPANY LIMITED,70.0,195845969.6629191
JABIL VIETNAM,ALLCOMM (H.K) LIMITED,70.0,195845969.6629191
JABIL VIETNAM,ALLTRONICS MANUFACTURING SZ LIMITED,70.0,195845969.6629191
JABIL VIETNAM,AMB INTERPAC COMTAINERS (GUANGDONG) LTD,70.0,195845969.6629191
JABIL VIETNAM,AMB INTERPAC CONTAINERS,70.0,195845969.6629191
JABIL VIETNAM,AMB INTERPAC CONTAINERS (GUANGDONG) LTD,70.0,195845969.6629191
JABIL VIETNAM,AMPHENOL AORORA TECHNOLOGY (HUIZHOU,70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL AORORA TECHNOLOGY (HUIZHOU) CO., LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL AORORA TECHNOLOGY (HUIZHOU) CO.,LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL CNT (XI'AN) TECHNOLOGY CO., LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL CNT (XI'AN) TECHNOLOGY CO.,LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL CNT(XI'AN) TECHNOLOGY CO.,LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL COMMERCIAL PRODUCTS (CHENGDU) CO., LTD.",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL-TFC (CHANGZHOU) COMMUNICATION EQUIPMENT CO., LTD",70.0,195845969.6629191
JABIL VIETNAM,"AMPHENOL-TFC (CHANGZHOU) COMMUNICATION EQUIPMENT CO., LTD.",70.0,195845969.6629191
JABIL VIETNAM,"ANYTEK ELECTRONIC TECHNOLOGY (SHEN ZHEN) CO., LTD.",70.0,195845969.6629191
JABIL VIETNAM,"ANYTEK ELECTRONIC TECHNOLOGY (SHEN ZHEN) CO.,LTD",70.0,195845969.6629191
JABIL VIETNAM,"AOSHIKANG TECHNOLOGY (HONG KONG) CO., LIMITED",70.0,195845969.6629191
JABIL VIETNAM,"AOSHIKANG TECHNOLOGY (HONG KONG) CO.,LIMITED",70.0,195845969.6629191
JABIL VIETNAM,"AOSHIKANG TECHNOLOGY CO.,LIMITED",70.0,195845969.6629191
